postbox_osm_id,postbox_lat,postbox_lon,postbox_tags,mapillary_image_id,image_path,image_lat,image_lon,compass_angle,captured_at_epoch_ms
node/57636582,52.549737,13.3869855,"{""amenity"": ""post_box"", ""collection_times"": ""Mo-Fr 15:30,21:45; Sa 12:00; Su 09:00,21:45"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Badstr. 5, 13357 Berlin""}",1013323730971280,images/postbox_node_57636582_img_1013323730971280.jpg,52.549775,13.387183,3,1749538416955
node/68912013,52.5233589,13.5431897,"{""amenity"": ""post_box"", ""check_date"": ""2021-01-16"", ""collection_times"": ""Mo-Fr 15:15; Sa 13:30"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Märkische Allee 68, 12681 Berlin""}",1116032652460527,images/postbox_node_68912013_img_1116032652460527.jpg,52.5234096,13.543253099972,0,1658039338000
node/68912013,52.5233589,13.5431897,"{""amenity"": ""post_box"", ""check_date"": ""2021-01-16"", ""collection_times"": ""Mo-Fr 15:15; Sa 13:30"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Märkische Allee 68, 12681 Berlin""}",1000300147442148,images/postbox_node_68912013_img_1000300147442148.jpg,52.5232023,13.5432985,0,1568810248000
node/68912013,52.5233589,13.5431897,"{""amenity"": ""post_box"", ""check_date"": ""2021-01-16"", ""collection_times"": ""Mo-Fr 15:15; Sa 13:30"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Märkische Allee 68, 12681 Berlin""}",1284165159109049,images/postbox_node_68912013_img_1284165159109049.jpg,52.523570599972,13.542763799972,0,1675497334000
node/73690845,52.5086897,13.3492467,"{""amenity"": ""post_box"", ""collection_times"": ""Mo-Fr 17:00; Sa 16:15"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Stülerstr. 4, 10787 Berlin""}",1245383982543720,images/postbox_node_73690845_img_1245383982543720.jpg,52.508562547029,13.349561049255,14.696990966797,1509890689292
node/69226028,52.5107074,13.3966566,"{""amenity"": ""post_box"", ""check_date"": ""2026-09-08"", ""check_date:collection_times"": ""2026-09-08"", ""collection_times"": ""Mo-Fr 17:00; Sa 15:45"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Leipziger Str. 46-47, 10117 Berlin""}",106942361851858,images/postbox_node_69226028_img_106942361851858.jpg,52.5107748,13.396326399972,0,1646905554500
node/69226028,52.5107074,13.3966566,"{""amenity"": ""post_box"", ""check_date"": ""2026-09-08"", ""check_date:collection_times"": ""2026-09-08"", ""collection_times"": ""Mo-Fr 17:00; Sa 15:45"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Leipziger Str. 46-47, 10117 Berlin""}",102322952117668,images/postbox_node_69226028_img_102322952117668.jpg,52.5106842,13.396286699972,0,1626799295500
node/75645694,52.5121598,13.3769532,"{""amenity"": ""post_box"", ""check_date"": ""2026-06-12"", ""collection_times"": ""Mo-Fr 17:30; Sa 16:30"", ""note"": ""Zwei Briefkästen nebeneinander"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""post_box:apertures"": ""2"", ""post_box:type"": ""lamp"", ""postal_code"": ""10117"", ""ref"": ""Ebertstr. 1, 10117 Berlin"", ""support"": ""pole"", ""wheelchair"": ""yes""}",1017816062086365,images/postbox_node_75645694_img_1017816062086365.jpg,52.512131685485,13.377091921371,8.651123046875,1570982496878
node/75645694,52.5121598,13.3769532,"{""amenity"": ""post_box"", ""check_date"": ""2026-06-12"", ""collection_times"": ""Mo-Fr 17:30; Sa 16:30"", ""note"": ""Zwei Briefkästen nebeneinander"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""post_box:apertures"": ""2"", ""post_box:type"": ""lamp"", ""postal_code"": ""10117"", ""ref"": ""Ebertstr. 1, 10117 Berlin"", ""support"": ""pole"", ""wheelchair"": ""yes""}",1015373876372860,images/postbox_node_75645694_img_1015373876372860.jpg,52.512214899972,13.376990499972,0,1697358106000
node/78434109,52.5737422,13.3141716,"{""amenity"": ""post_box"", ""collection_times"": ""Mo-Fr 17:00; Sa 13:00"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Eichborndamm 64, 13403 Berlin""}",1306261143424721,images/postbox_node_78434109_img_1306261143424721.jpg,52.573563535747,13.314004261059,89.76672742818,1689330004228
node/78244270,52.5072131,13.3980712,"{""amenity"": ""post_box"", ""collection_times"": ""Mo-Fr 15:30,17:15; Sa 14:15"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Rudi-Dutschke-Str. 2, 10969 Berlin""}",124533777190374,images/postbox_node_78244270_img_124533777190374.jpg,52.507245582577,13.3979405556,144.62125612818,1674722258189
node/78244270,52.5072131,13.3980712,"{""amenity"": ""post_box"", ""collection_times"": ""Mo-Fr 15:30,17:15; Sa 14:15"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Rudi-Dutschke-Str. 2, 10969 Berlin""}",1066080072172627,images/postbox_node_78244270_img_1066080072172627.jpg,52.507277308081,13.398026889203,119.81245063701,1754546819168
node/82922588,52.4867096,13.3266869,"{""amenity"": ""post_box"", ""check_date"": ""2025-06-05"", ""check_date:collection_times"": ""2025-06-05"", ""collection_times"": ""Mo-Fr 17:00; Sa 16:30"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Nassauische Str. 38, 10717 Berlin""}",954784694276739,images/postbox_node_82922588_img_954784694276739.jpg,52.4869125,13.3265708,0,1783613508500
node/81362615,52.5098557,13.2735671,"{""amenity"": ""post_box"", ""check_date"": ""2025-09-08"", ""check_date:collection_times"": ""2025-09-08"", ""collection_times"": ""Mo-Fr 17:15; Sa 12:30; Su 09:15"", ""count"": ""3"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Theodor-Heuss-Platz (U-Bahnhof), 14052 Berlin""}",1122214375347929,images/postbox_node_81362615_img_1122214375347929.jpg,52.509984099972,13.273148,279.74686044823,1665227220000
node/81362615,52.5098557,13.2735671,"{""amenity"": ""post_box"", ""check_date"": ""2025-09-08"", ""check_date:collection_times"": ""2025-09-08"", ""collection_times"": ""Mo-Fr 17:15; Sa 12:30; Su 09:15"", ""count"": ""3"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Theodor-Heuss-Platz (U-Bahnhof), 14052 Berlin""}",1288385145992280,images/postbox_node_81362615_img_1288385145992280.jpg,52.509944,13.2734884,279.349,1751536250000
node/130602816,52.4388721,13.2878991,"{""amenity"": ""post_box"", ""check_date:collection_times"": ""2025-11-09"", ""collection_times"": ""Mo-Fr 15:00; Sa 12:15"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Troppauer Str./Jägerndorfer Zeile, 12205 Berlin""}",157902682951520,images/postbox_node_130602816_img_157902682951520.jpg,52.438968359542,13.288235189406,193.42429730028,1603627841751
node/97879155,52.630945,13.4948574,"{""amenity"": ""post_box"", ""collection_times"": ""Mo-Fr 14:30; Sa 10:45"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Walter-Friedrich-Str. 52, 13125 Berlin""}",1414067645829250,images/postbox_node_97879155_img_1414067645829250.jpg,52.6310215,13.4948364,304.337,1689333097000
node/97879155,52.630945,13.4948574,"{""amenity"": ""post_box"", ""collection_times"": ""Mo-Fr 14:30; Sa 10:45"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Walter-Friedrich-Str. 52, 13125 Berlin""}",1048759711191064,images/postbox_node_97879155_img_1048759711191064.jpg,52.6310939,13.494464499972,0,1786365417500
node/201575270,52.4906112,13.3307123,"{""amenity"": ""post_box"", ""check_date"": ""2026-05-13"", ""check_date:collection_times"": ""2026-05-13"", ""collection_times"": ""Mo-Fr 17:15; Sa 16:30"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""post_box:apertures"": ""2"", ""post_box:type"": ""lamp"", ""postal_code"": ""10717"", ""ref"": ""Bundesallee 31, 10717 Berlin"", ""support"": ""pole""}",1140455341587962,images/postbox_node_201575270_img_1140455341587962.jpg,52.4905799,13.3309599,94,1765019904940
node/172839051,52.5521239,13.3493199,"{""amenity"": ""post_box"", ""check_date"": ""2026-02-17"", ""collection_times"": ""Mo-Fr 14:00,16:00; Sa 12:00"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Müllerstr. 48, 13349 Berlin""}",1010245760833782,images/postbox_node_172839051_img_1010245760833782.jpg,52.551881899972,13.3496617,0,1724496041000
node/186493464,52.410682,13.5895942,"{""amenity"": ""post_box"", ""collection_times"": ""Mo-Fr 17:30; Sa 12:30"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Regattastraße/Linderoder Weg, 12527 Berlin""}",1055403826951393,images/postbox_node_186493464_img_1055403826951393.jpg,52.4108952,13.5898768,93.132,1784987815000
node/186493464,52.410682,13.5895942,"{""amenity"": ""post_box"", ""collection_times"": ""Mo-Fr 17:30; Sa 12:30"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""ref"": ""Regattastraße/Linderoder Weg, 12527 Berlin""}",1062841030951413,images/postbox_node_186493464_img_1062841030951413.jpg,52.410846599972,13.589692299972,0,1641638071000
node/247631566,52.4038062,13.5705702,"{""amenity"": ""post_box"", ""brand"": ""Deutsche Post"", ""collection_times"": ""Mo-Fr 16:15; Sa 12:30"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""postal_code"": ""12526"", ""ref"": ""Buntzelstr./Binswanger Steig, 12526 Berlin""}",1394634374301108,images/postbox_node_247631566_img_1394634374301108.jpg,52.403730099972,13.5707646,0,1644665159000
node/247631566,52.4038062,13.5705702,"{""amenity"": ""post_box"", ""brand"": ""Deutsche Post"", ""collection_times"": ""Mo-Fr 16:15; Sa 12:30"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""operator:wikipedia"": ""de:Deutsche Post AG"", ""postal_code"": ""12526"", ""ref"": ""Buntzelstr./Binswanger Steig, 12526 Berlin""}",257307796556299,images/postbox_node_247631566_img_257307796556299.jpg,52.403661999972,13.5707953,0,1644665157000
node/251290312,52.4413724,13.6890938,"{""amenity"": ""post_box"", ""collection_times"": ""Mo-Fr 16:30,20:15; Sa 12:15; Su 20:15"", ""operator"": ""Deutsche Post"", ""operator:wikidata"": ""Q157645"", ""ref"": ""Springeberger Weg 16, 12589 Berlin""}",230955653262389,images/postbox_node_251290312_img_230955653262389.jpg,52.4415679,13.689138599972,0,1691908717000
